메뉴 이름,방법 분류,국가 분류,테마 분류,난이도 분류,주재료 이름,조리시간
버섯 크림 리조또,"['밥', '죽', '스프']",이탈리아,메인요리,보통,"['버섯 리조또 80~90g', '닭가슴살 50g', '양송이버섯 1개']",55
자색고구마수프,"['밥', '죽', '스프']",이탈리아,반찬,어려움,"['자색고구마 500g', '우유 500ml', '생크림 200ml']",74
감자로싼도미스테이크,['구이'],이탈리아,메인요리,보통,"['도미살 150g', '감자 1개']",48
빈스크림왕새우,['구이'],이탈리아,메인요리,어려움,"['흰살생선 80g', '왕새우 2마리']",62
바지락와인찜,['찜'],이탈리아,메인요리,보통,"['바지락 1kg', '화이트와인 250cc']",47
닭가슴살과토마토양파소스,"['나물', '생채', '샐러드']",이탈리아,반찬,보통,"['닭가슴살 1개', '검은올리브(다진것) 2개']",59
시칠리아식카포나타,"['나물', '생채', '샐러드']",이탈리아,반찬,어려움,"['가지 1개', '샐러리 100g', '양파 50g', '토마토 1개', '케이퍼 20g']",87
카프레제,"['나물', '생채', '샐러드']",이탈리아,반찬,보통,"['토마토 2개', '후레쉬모짜렐라치즈 1개']",48
해산물샐러드,"['나물', '생채', '샐러드']",이탈리아,반찬,어려움,"['삶은 문어살 80g', '갑오징어 80g', '꼴뚜기 80g', '중새우살 6개', '쭈꾸미 4개', '참소라살 60g', '모시조개 10개', '가리비 2개', '검은껍질홍합 10개', '가재새우 2개']",99
스파게티카레미트소스,['양식'],이탈리아,메인요리,어려움,"['카레 40g', '다진쇠고기 200g', '양송이 50g', '스파게티 300g']",71
홍합 봉골레 페투치니 알리올리,['양식'],이탈리아,메인요리,어려움,"['페투치니 40g', '오징어 30g', '새우(중하) 2마리', '홍합 3개', '중합 2개']",62
생크림무스,['후식'],이탈리아,간식,보통,['생크림 170g'],41
라비올리,"['만두', '면류']",이탈리아,반찬,어려움,"['흰살생선 50g', '양송이버섯 4개', '닭고기(가슴살) 50g', '만두피 10장']",61
리본모양파스타,"['만두', '면류']",이탈리아,메인요리,어려움,"['파스타(파르팔레) 120g', '토마토 2개', '쇠고기 80g', '토마토주스 1컵']",63
버섯크림스파게티,"['만두', '면류']",이탈리아,메인요리,어려움,"['스파게티 110g', '양송이버섯 50g', '새송이버섯 1개']",70
시금치라비올리,"['만두', '면류']",이탈리아,메인요리,보통,"['만두피 40장', '시금치 100g', '계란노른자 2개']",56
아마뜨리치아나스파게티,"['만두', '면류']",이탈리아,메인요리,어려움,"['스파게티 160g', '구안찰레 40g', '판체타 약간']",62
알리오올리오 스파게티,"['만두', '면류']",이탈리아,메인요리,어려움,"['올리브오일 40g', '다진 양파 20g', '스파게티 100g']",68
오징어먹물 파스타,"['만두', '면류']",이탈리아,메인요리,보통,"['스파게티니 40g', '갑오징어 20g']",54
오징어먹물스파게티,"['만두', '면류']",이탈리아,메인요리,보통,"['오징어 50g', '스파게티 70g', '오징어먹물 2g']",50
카펠리니 버섯 크림파스타,"['만두', '면류']",이탈리아,메인요리,보통,"['카펠리니 40g', '양송이 2개', '표고버섯 1개']",56
크림소스파스타,"['만두', '면류']",이탈리아,메인요리,보통,"['파스타 200g', '생크림 1과1/2컵', '우유 1/2컵']",54
토마토미트소스파스타,"['만두', '면류']",이탈리아,메인요리,어려움,"['다진쇠고기(안심) 200g', '토마토주스 2컵', '펜네파스타 150g']",61
푸타네스카스파게티,"['만두', '면류']",이탈리아,메인요리,어려움,"['스파게티 80g', '올리브오일 30g', '엔쵸비 1조각', '케이퍼 10g']",94
라자니아,"['그라탕', '리조또']",이탈리아,메인요리,어려움,"['밀가루 1컵', '쇠고기 80g', '양송이 3개', '샐러리 1/2대']",70
리조또,"['그라탕', '리조또']",이탈리아,메인요리,보통,['쌀 1컵'],48
새우도리아,"['그라탕', '리조또']",이탈리아,메인요리,어려움,"['새우(중하) 5마리', '밥 1공기']",64
시금치리조또,"['그라탕', '리조또']",이탈리아,메인요리,어려움,"['쌀 200g', '다진시금치 50g']",65
시금치크림리조또,"['그라탕', '리조또']",이탈리아,메인요리,어려움,"['쌀 120g', '휘핑크림 300g', '시금치 잎 100g']",75
파스타그라탕,"['그라탕', '리조또']",이탈리아,메인요리,보통,"['오징어(몸통) 1/2마리', '칵테일새우 10마리', '마카로니 80g']",55
고구마깔조네,['피자'],이탈리아,메인요리,어려움,"['피자반죽(개당 180g) 2개', '삶은고구마 100g']",63
디아볼로피자,['피자'],이탈리아,메인요리,어려움,"['강력분 200g', '생이스트 60g']",63
루꼴라 피자,['피자'],이탈리아,메인요리,어려움,['[도우] 밀가루(강력분) 375g'],87
마르게리따 피자,['피자'],이탈리아,메인요리,어려움,['[반죽] 밀가루(강력분) 375g'],81
모짜렐라깔조네,['피자'],이탈리아,메인요리,어려움,"['피자반죽(개당 180g) 2개', '모짜렐라치즈 80g']",67
토마토피자,['피자'],이탈리아,메인요리,어려움,"['강력분 150g', '토마토 2개']",66
잠발라야,"['밥', '죽', '스프']",멕시코,메인요리,어려움,"['돼지고기 200g', '토마토 2개', '쌀 1컵']",79
해물빠에야,"['밥', '죽', '스프']",멕시코,메인요리,보통,"['쌀(불린것) 1컵', '오징어 1/2마리', '새우 10마리', '모시조개 10개']",59
치킨케밥구이,['구이'],멕시코,메인요리,보통,['닭고기(다리살) 400g'],56
퀘사딜라,['양식'],멕시코,메인요리,보통,"['또띠아 2장', '모짜렐라치즈 200g']",55
비프케밥,"['샌드위치', '햄버거']",멕시코,간식,어려움,['쇠고기(불고기감) 150g'],61
치킨퀘사디아,"['샌드위치', '햄버거']",멕시코,간식,어려움,"['또띠아 4장', '닭고기(다리) 300g', '양파 1/2개', '양송이 3개']",72
과일주먹밥,"['밥', '죽', '스프']",퓨전,메인요리,보통,"['밥 2공기', '딸기 5개', '키위 1/2개', '흑임자 약간']",58
떡김밥,"['밥', '죽', '스프']",퓨전,메인요리,어려움,['멥쌀 250g'],69
롤캐비지라이스,"['밥', '죽', '스프']",퓨전,메인요리,보통,"['양배추 8장', '쇠고기(사태) 100g', '밥 2공기']",56
쌈장오므라이스,"['밥', '죽', '스프']",퓨전,메인요리,어려움,"['계란 2개반', '찬밥 2공기']",64
연어초밥,"['밥', '죽', '스프']",퓨전,메인요리,보통,"['밥 2공기', '훈제연어 1/2팩']",51
오곡밥에그,"['밥', '죽', '스프']",퓨전,메인요리,보통,"['오곡밥 1공기', '계란 3개']",51
옥수수볶음밥,"['밥', '죽', '스프']",퓨전,메인요리,보통,"['밥 3공기', '옥수수통조림 300g']",50
팔보라면,"['밥', '죽', '스프']",퓨전,메인요리,어려움,"['해삼 1마리', '갑오징어 1/2마리', '라면 1개']",65
필라델피아롤,"['밥', '죽', '스프']",퓨전,메인요리,보통,['아보카도 1/2개'],55
Rock’N Roll,"['밥', '죽', '스프']",퓨전,메인요리,어려움,['아보카도 1/2개'],61
닭안심채소말이,['조림'],퓨전,메인요리,보통,['닭고기(안심) 3쪽'],49
베이컨마늘조림,['조림'],퓨전,메인요리,보통,"['베이컨 12장', '마늘 36톨']",42
갈치카레구이,['구이'],퓨전,메인요리,보통,['갈치 1마리'],44
닭봉오븐구이,['구이'],퓨전,메인요리,보통,['닭봉 12개'],45
떡치즈구이,['구이'],퓨전,메인요리,보통,['가래떡 1개'],45
롤치킨,['구이'],퓨전,메인요리,보통,['닭가슴살 250g'],47
베이컨꼬치구이,['구이'],퓨전,메인요리,보통,['베이컨 15장'],55
삼겹살치즈구이,['구이'],퓨전,메인요리,보통,"['돼지고기(삼겹살) 200g', '모짜렐라치즈 50g']",57
패주베이컨말이구이,['구이'],퓨전,메인요리,보통,"['베이컨 8개', '패주 8개']",46
해물떡꼬치,['구이'],퓨전,간식,보통,"['오징어 1마리', '새우 50g', '가래떡 50g']",48
건포도완자탕수,"['튀김', '커틀릿']",퓨전,반찬,어려움,"['다진건포도 2큰술', '다진쇠고기 140g', '다진돼지고기 140g', '다진양파 2큰술', '다진샐러리 2큰술', '간장 2작은술', '굴소스/설탕 1작은술씩', '다진파/다진마늘 2작은술씩', '계란물 약간']",86
고등어강정,"['튀김', '커틀릿']",퓨전,반찬,보통,['고등어 1마리'],52
고추장닭강정,"['튀김', '커틀릿']",퓨전,간식,어려움,['닭(안심) 500g'],62
김치어묵,"['튀김', '커틀릿']",퓨전,반찬,어려움,"['생선살 150g', '새우살 100g', '김치 50g']",68
닭고기명란튀김,"['튀김', '커틀릿']",퓨전,반찬,어려움,"['닭고기(가슴살) 200g', '명란젓 2개']",66
닭고기카레튀김,"['튀김', '커틀릿']",퓨전,반찬,보통,"['닭(안심) 100g', '콘플레이크 1컵', '카레가루 30g']",51
닭안심카레튀김,"['튀김', '커틀릿']",퓨전,반찬,보통,['닭안심 250g'],49
라면김말이튀김,"['튀김', '커틀릿']",퓨전,반찬,보통,"['김 2장', '라면 1개']",49
마늘팡세,"['튀김', '커틀릿']",퓨전,메인요리,보통,"['꽃게 2마리', '마늘 20알']",52
마요네즈새우,"['튀김', '커틀릿']",퓨전,메인요리,보통,['새우 10마리'],55
매운꽃게튀김,"['튀김', '커틀릿']",퓨전,메인요리,보통,['꽃게 2마리'],43
새우베이컨말이,"['튀김', '커틀릿']",퓨전,메인요리,어려움,"['새우(대하) 8개', '아스파라거스 8개', '베이컨 8줄']",69
새우볶음밥춘권피튀김,"['튀김', '커틀릿']",퓨전,메인요리,어려움,"['밥 2공기', '새우 100g', '계란 2개']",60
생선탕수,"['튀김', '커틀릿']",퓨전,반찬,보통,['동태살 300g'],52
양상추튀김,"['튀김', '커틀릿']",퓨전,반찬,어려움,"['양상추 10장', '말린표고버섯 200g', '부추 100g', '고구마(큰것) 1개']",69
왕새우당면프라이드,"['튀김', '커틀릿']",퓨전,반찬,보통,['대하 4마리'],55
치즈만두튀김,"['튀김', '커틀릿']",퓨전,간식,보통,"['모짜렐라치즈 50g', '깻잎 8장', '체다치즈 50g']",54
새우두부찜,['찜'],퓨전,메인요리,보통,"['두부 200g', '새우(중하) 5마리']",43
치킨갈란틴,['찜'],퓨전,반찬,보통,['닭 1/4마리'],53
콩국계란찜,['찜'],퓨전,반찬,어려움,"['메주콩 1컵', '계란 4개']",68
표고보트,['찜'],퓨전,메인요리,어려움,"['표고버섯 8개', '새우(중하) 4마리', '맛살 2개']",67
꽃만두피컵참치샐러드,"['나물', '생채', '샐러드']",퓨전,반찬,보통,"['스타키스트참치 1캔', '만두피 10장']",58
삼색나물월남쌈,"['나물', '생채', '샐러드']",퓨전,메인요리,어려움,"['시금치나물 100g', '도라지나물 100g', '고사리나물 100g', '고기산적 100g', '라이스페이퍼 1팩']",67
컵샐러드,"['나물', '생채', '샐러드']",퓨전,반찬,어려움,"['햄 50g', '만두피 6장', '오이 1/3개']",66
퓨전오절판과콩비지땅콩버터소스,"['나물', '생채', '샐러드']",퓨전,반찬,어려움,"['두부 1/2모', '쇠고기 100g', '피망 1/2개', '파프리카 1/2개']",78
한국식타코샐러드,"['나물', '생채', '샐러드']",퓨전,메인요리,어려움,"['춘권피 10장', '쇠고기(우둔', '불고기감) 300g', '깻잎 20장', '무순 1팩', '양파 1개', '토마토 1개', '식용유 약간']",82
햄&베이컨채소쌈,"['나물', '생채', '샐러드']",퓨전,메인요리,어려움,"['햄 10장', '베이컨 10장', '깻잎 3묶음']",61
마쉬멜로우볼,"['도시락', '간식']",퓨전,간식,어려움,"['마쉬멜로우 100g', '씨리얼 1/2컵', '호두 약간', '아몬드 약간', '땅콩 약간']",65
사천식볶음라면,"['도시락', '간식']",퓨전,메인요리,어려움,['라면 1개'],61
우유두부,"['도시락', '간식']",퓨전,간식,보통,['우유 5컵'],40
유부치즈밥,"['도시락', '간식']",퓨전,메인요리,보통,"['밥 1공기', '유부 10장', '치즈 50g', '새우(중하) 4마리']",59
카레떡볶이,"['도시락', '간식']",퓨전,간식,보통,"['가래떡 150g', '양파 1/2개']",58
과일화채,['후식'],퓨전,간식,어려움,"['수박 1개', '파인애플슬라이스 3개', '복숭아칵테일 2쪽', '오렌지 1/2개', '키위 1개', '메론 1/2개']",66
건포도찰떡파이,"['떡', '한과']",퓨전,간식,어려움,"['건포도 100g', '찹쌀가루 500g', '찐단호박 250g']",60
고구마찹쌀도넛,"['빵', '과자']",퓨전,간식,어려움,"['찹쌀가루(가루) 3과1/2컵', '밀가루 4큰술', '베이킹파우더 12g', '고구마 1/2개', '설탕 18g', '버터 180g', '우유 135g', '건포도 113g']",81
김치쿠키,"['빵', '과자']",퓨전,간식,어려움,"['밀가루(박력분) 200g', '무염버터 100g', '김치 30g', '베이킹파우더 1/2작은술']",65
고추장스파게티,"['만두', '면류']",퓨전,메인요리,보통,"['스파게티 80g', '고추장 2큰술']",52
굴소스파스타,"['만두', '면류']",퓨전,메인요리,어려움,"['왕새우 3마리', '오징어몸통 1/2마리', '새송이버섯 1개', '파스타 140g']",62
라면전,"['만두', '면류']",퓨전,메인요리,어려움,"['라면 1개', '호박 1/2개', '당근 1/2개']",63
라면채소스파게티,"['만두', '면류']",퓨전,메인요리,어려움,"['라면 1개', '다진쇠고기(사태) 30g']",62
버섯슈마이,"['만두', '면류']",퓨전,반찬,어려움,"['새송이버섯 50g', '느타리버섯 50g', '표고버섯 2장', '팽이버섯 30g', '칵테일새우 50g', '만두피 10장']",72
볶음쌀국수,"['만두', '면류']",퓨전,메인요리,보통,"['쌀국수 30g', '돼지고기 20g', '숙주나물 30g']",52
쇠고기두반장스파게티,"['만두', '면류']",퓨전,메인요리,어려움,"['쇠고기 60g', '스파게티 150g']",64
철판우동,"['만두', '면류']",퓨전,메인요리,어려움,"['우동면 150g', '오징어 1/2마리']",73
치킨볼과소면,"['만두', '면류']",퓨전,메인요리,어려움,"['닭안심(안심) 300g', '소면 200g']",68
카레국수,"['만두', '면류']",퓨전,메인요리,보통,"['국수 400g', '카레 70g']",58
해물볶음우동,"['만두', '면류']",퓨전,메인요리,어려움,"['우동면 200g', '새우 4마리', '홍합 100g', '오징어 1마리']",67
라면샤부샤부,"['찌개', '전골', '스튜']",퓨전,메인요리,어려움,"['라면 2봉', '쇠고기 200g', '표고버섯 100g', '배추 100g']",80
닭고기유부말이,['부침'],퓨전,반찬,보통,"['닭가슴살 300g', '유부(시판용) 10장']",53
크림소스를곁들인생선전,['부침'],퓨전,반찬,어려움,['생선전유어 8장'],63
떡갈비샌드위치,"['샌드위치', '햄버거']",퓨전,간식,보통,"['식빵 4장', '쇠고기(우둔) 200g']",56
바게트라이스,"['샌드위치', '햄버거']",퓨전,간식,어려움,"['밥 2공기', '바게트 1개']",60
오징어피자스테이크,"['샌드위치', '햄버거']",퓨전,메인요리,보통,"['오징어 1마리', '프랑크소시지 2개']",58
파티샌드위치,"['샌드위치', '햄버거']",퓨전,간식,어려움,"['[모짜렐라치즈샌드위치] 식빵 2조각', '모짜렐라치즈 50g', '토마토 1/4개', '햄 50g', '채소조각(치커리', '양상추', '적채) 적당량', '꼬치 2개']",110
호박미니버거,"['샌드위치', '햄버거']",퓨전,간식,보통,"['애호박 70g', '돼지고기 100g', '양파 50g']",54
김치피자,['피자'],퓨전,반찬,어려움,"['바게트 1/4개', '모짜렐라치즈(피자용) 100g', '신김치 1/5포기']",61
두부밥피자,['피자'],퓨전,메인요리,어려움,"['두부 1/2모', '찬밥 1공기', '당근 1/4개']",60
두부피자,['피자'],퓨전,메인요리,보통,['두부 300g'],53
